-0.092194,0.39315,-0.32846,-0.13794,1.0
-1.0116,-0.19038,-0.90597,0.003003,1.0
1.2279,4.0309,-4.6435,-3.9125,1.0
5.3915,9.9946,-3.8081,-3.3642,0.0
3.7935,7.9853,-2.5477,-1.872,0.0
-3.5916,-6.2285,10.2389,-1.1543,1.0
1.1644,3.8095,-4.9408,-4.0909,1.0
0.18868,0.70148,-0.51182,0.0055892,1.0
2.8521,9.171,-3.6461,-1.2047,0.0
-1.8629,-0.84841,2.5377,0.097399,1.0
4.7285,2.1065,-0.28305,1.5625,0.0
-0.16108,-6.4624,8.3573,-1.5216,0.0
4.5459,8.1674,-2.4586,-1.4621,0.0
1.4507,8.7903,-2.2324,-0.65259,0.0
-3.9172,2.6652,0.78886,-0.7819,1.0
5.2418,10.5388,-4.1174,-4.2797,0.0
0.74521,3.6357,-4.4044,-4.1414,1.0
1.1166,8.6496,-0.96252,-1.8112,0.0
0.30081,0.17381,-1.7542,0.48921,1.0
4.1736,3.3336,-1.4244,0.60429,0.0
-2.7264,3.9213,-0.49212,-3.6371,1.0
2.7659,0.66216,4.1494,-0.28406,0.0
3.5458,9.3718,-4.0351,-3.9564,0.0
3.9771,11.1513,-3.9272,-4.3444,0.0
2.6946,6.7976,-0.40301,0.44912,0.0
-0.28015,3.0729,-3.3857,-2.9155,1.0
4.223,1.1319,0.72202,0.96118,0.0
-0.83121,0.039307,0.05369,-0.23105,1.0
2.6213,5.7919,0.065686,-1.5759,0.0
0.14329,-1.0885,1.0039,0.48791,1.0
-1.7015,-0.010356,-0.99337,-0.53104,1.0
-3.8073,-8.0971,10.1772,0.65084,1.0
0.98296,3.4226,-3.9692,-1.7116,1.0
-4.0025,-13.4979,17.6772,-3.3202,1.0
0.77765,5.9781,1.1941,-0.3526,0.0
3.2414,0.40971,1.4015,1.1952,0.0
1.3451,0.23589,-1.8785,1.3258,1.0
-0.71868,-5.7154,3.8298,1.0233,1.0
1.208,4.0744,-4.7635,-2.6129,1.0
4.1711,8.722,-3.0224,-0.59699,0.0
1.8373,6.1292,0.84027,0.55257,0.0
3.4246,-0.14693,0.80342,0.29136,0.0
-2.4554,-9.0407,8.862,-0.86983,1.0
3.6181,-3.7454,2.8273,-0.71208,0.0
-5.119,6.6486,-0.049987,-6.5206,1.0
2.4226,-4.5752,5.947,0.21507,0.0
3.5288,0.71596,1.9507,1.9375,0.0
1.9265,7.7557,-0.16823,-3.0771,0.0
4.1425,-3.6792,3.8281,1.6297,0.0
3.7798,-3.3109,2.6491,0.066365,0.0
-1.8969,-6.7893,5.2761,-0.32544,1.0
1.7425,3.6833,-4.0129,-1.7207,1.0
5.8782,5.9409,-2.8544,-0.60863,0.0
2.0177,1.7982,-2.9581,0.2099,1.0
-1.9881,0.99945,-0.28562,-0.70044,1.0
0.26877,4.987,-5.1508,-6.3913,1.0
2.0922,-6.81,8.4636,-0.60216,0.0
-0.77461,-1.8768,2.4023,1.1319,1.0
4.8272,3.0687,0.68604,0.80731,0.0
0.2952,4.8856,-5.149,-6.2323,1.0
-1.6988,-7.1163,5.7902,0.16723,1.0
3.0864,-2.5845,2.2309,0.30947,0.0
-4.5531,-12.5854,15.4417,-1.4983,1.0
0.33111,4.5731,2.057,-0.18967,0.0
2.4012,1.6223,3.0312,0.71679,0.0
1.2309,3.8923,-4.8277,-4.0069,1.0
1.6472,0.48213,4.7449,1.225,0.0
-2.2918,-7.257,7.9597,0.9211,1.0
-4.8554,-5.9037,10.9818,-0.82199,1.0
0.88872,5.3449,2.045,-0.19355,0.0
-0.7056,8.7241,2.2215,-4.5965,0.0
2.8561,6.9176,-0.79372,0.48403,0.0
2.8261,9.4007,-3.3034,-1.0509,0.0
-1.522,-6.6383,5.7491,-0.10691,1.0
-0.81479,-5.7381,4.3919,0.3211,1.0
-4.1429,2.7749,0.68261,-0.71984,1.0
-4.7462,3.1205,1.075,-1.2966,1.0
1.5099,0.039307,6.2332,-0.30346,0.0
-3.9698,3.6812,-0.60008,-4.0133,1.0
2.4527,2.9653,0.20021,-0.056479,0.0
3.5189,6.332,-1.7791,-0.020273,0.0
2.5089,6.841,-0.029423,0.44912,0.0
4.0215,-2.7004,2.4957,0.36636,0.0
2.3917,4.5565,-4.9888,-2.8987,1.0
-3.3884,-8.215,10.3315,0.98187,1.0
-2.7914,1.7734,6.7756,-0.39915,0.0
-0.036127,1.525,-1.4089,-0.76121,1.0
3.3848,3.2674,0.90967,0.25128,0.0
1.6349,3.286,2.8753,0.087054,0.0
-1.9177,11.6894,2.5454,-3.2763,0.0
-2.3797,-1.4402,1.1273,0.16076,1.0
1.6408,4.2503,-4.9023,-2.6621,1.0
2.6648,10.754,-3.3994,-4.1685,0.0
-0.8734,1.6533,-2.1964,-0.78061,1.0
-1.8076,-8.8131,8.7086,-0.21682,1.0
-2.2482,3.0915,-2.3969,-2.6711,1.0
2.9163,10.8306,-3.3437,-4.122,0.0
-5.2406,6.6258,-0.19908,-6.8607,1.0
-1.5951,-6.572,4.7689,-0.94354,1.0
0.0071249,8.3661,0.50781,-3.8155,0.0
3.2718,1.7837,2.1161,0.61334,0.0
-0.2062,9.2207,-3.7044,-6.8103,0.0
1.5456,8.5482,0.4187,-2.1784,0.0
3.4769,-0.15314,2.53,2.4495,0.0
2.031,1.852,-3.0121,0.003003,1.0
-1.3931,1.5664,7.5382,0.78403,0.0
-0.96511,9.4111,1.7305,-4.8629,0.0
-2.7419,11.4038,2.5394,-5.5793,0.0
0.61652,3.8944,-4.7275,-4.3948,1.0
-1.5877,-6.6072,5.8022,0.31593,1.0
3.9433,2.5017,1.5215,0.903,0.0
0.21084,9.4359,-0.094543,-1.859,0.0
-0.50816,2.868,-1.8108,-2.2612,1.0
1.2247,8.7779,-2.2135,-0.80647,0.0
-1.4217,11.6542,-0.057699,-7.1025,0.0
3.7731,7.2073,-1.6814,-0.94742,0.0
