-4.2249,6.2699,0.15822,-5.5457,1.0
-2.588,3.8654,-0.3336,-1.2797,1.0
-2.6685,-10.4519,9.1139,-1.7323,1.0
-1.749,-6.332,6.0987,0.14266,1.0
-1.1005,-7.2508,6.0139,0.36895,1.0
-3.3793,-13.7731,17.9274,-2.0323,1.0
4.4069,10.9072,-4.5775,-4.4271,0.0
3.8846,-3.0336,2.5334,0.20214,0.0
-2.7723,3.2777,-0.9351,-3.1457,1.0
2.1319,-2.0403,2.5574,-0.061652,0.0
2.0139,6.1416,0.37929,0.56938,0.0
1.3562,3.2136,4.3465,0.78662,0.0
-2.8619,4.5193,-0.58123,-4.2629,1.0
3.82,10.9279,-4.0112,-5.0284,0.0
4.5597,-2.4211,2.6413,1.6168,0.0
0.29961,7.1328,-0.31475,-1.1828,0.0
3.7352,9.5911,-3.9032,-3.3487,0.0
5.1776,8.2316,-3.2511,-1.5694,0.0
